DATE,HourlyDryBulbTemperature,HourlyDewPointTemperature,HourlyStationPressure,HourlyWindSpeed,HourlyPrecipitation
2016-01-01T00:53:00,73,72,30.09,0,0.00
2016-01-01T01:00:00,73,72,30.06,0,NA
2016-01-01T01:53:00,72,71,30.09,3,0.00
2016-01-01T02:53:00,73,71,30.08,0,0.00
2016-01-01T03:53:00,72,71,30.08,0,0.00
2016-01-01T04:00:00,72,71,30.05,0,NA
2016-01-01T04:24:00,72,71,30.08,0,NA
2016-01-01T04:53:00,72,71,30.08,0,0.00
2016-01-01T05:53:00,72,71,30.08,3,0.00
2016-01-01T06:53:00,72,70,30.08,6,0.00
2016-01-01T07:00:00,72,70,30.05,6,NA
2016-01-01T07:53:00,72,71,30.09,5,0.00
2016-01-01T08:51:00,73,72,30.12,3,NA
2016-01-01T08:53:00,73,72,30.12,5,0.00
2016-01-01T09:53:00,75,73,30.13,7,0.00
2016-01-01T10:00:00,75,73,30.10,7,NA
2016-01-01T10:53:00,77,73,30.13,8,0.00
2016-01-01T11:53:00,78,72,30.11,11,0.00
2016-01-01T12:53:00,80,71,30.08,11,0.00
2016-01-01T13:00:00,80,71,30.05,11,NA
2016-01-01T13:53:00,80,71,30.06,10,0.00
2016-01-01T14:53:00,79,71,30.04,6,0.00
2016-01-01T15:53:00,79,70,30.04,9,0.00
2016-01-01T16:00:00,79,70,30.01,9,NA
2016-01-01T16:53:00,77,70,30.05,8,0.00
2016-01-01T17:53:00,76,71,30.06,9,0.00
2016-01-01T18:53:00,75,71,30.07,7,0.00
2016-01-01T19:00:00,75,71,30.04,7,NA
2016-01-01T19:10:00,75,71,30.08,7,NA
2016-01-01T19:29:00,74,71,30.08,7,NA
2016-01-01T19:53:00,73,71,30.08,6,0.00
2016-01-01T20:12:00,74,72,30.09,6,NA
2016-01-01T20:28:00,74,72,30.09,5,NA
2016-01-01T20:53:00,74,71,30.09,8,0.00
2016-01-01T21:48:00,72,70,30.10,8,NA
2016-01-01T21:53:00,71,69,30.10,7,0.00
2016-01-01T22:00:00,71,69,30.07,7,NA
2016-01-01T22:48:00,72,70,30.10,5,NA
2016-01-01T22:53:00,71,69,30.10,5,0.00
2016-01-01T23:53:00,71,69,30.09,0,0.00
