DATE,HourlyDryBulbTemperature,HourlyDewPointTemperature,HourlyStationPressure,HourlyWindSpeed,HourlyPrecipitation
2023-01-05T05:44:00,68,66,30.11,0,NA
2023-01-05T05:53:00,68,66,30.12,0,0.00
2023-01-05T05:55:00,68,67,30.12,0,NA
2023-01-05T06:51:00,70,70,30.13,6,NA
2023-01-05T06:53:00,69,69,30.13,6,0.00
2023-01-05T07:00:00,69,69,30.10,6,NA
2023-01-05T07:08:00,70,69,30.14,7,NA
2023-01-05T07:23:00,70,69,30.15,6,NA
2023-01-05T07:31:00,70,69,30.15,6,NA
2023-01-05T07:39:00,70,69,30.15,7,NA
2023-01-05T07:50:00,72,70,30.15,5,NA
2023-01-05T07:53:00,71,70,30.15,6,0.01
2023-01-05T08:00:00,71,70,30.15,8,0.01
2023-01-05T08:02:00,71,70,30.15,7,0.01
2023-01-05T08:07:00,71,70,30.15,3,0.07
2023-01-05T08:14:00,70,69,30.15,7,0.11
2023-01-05T08:26:00,70,69,30.16,7,0.11
2023-01-05T08:42:00,70,70,30.17,5,0.11
2023-01-05T08:53:00,71,70,30.17,3,0.10
2023-01-05T09:53:00,72,72,30.19,6,0.00
2023-01-05T10:00:00,72,72,30.16,6,NA
2023-01-05T10:53:00,72,72,30.18,5,T
2023-01-05T11:41:00,72,68,30.18,10,T
2023-01-05T11:53:00,72,66,30.17,10,T
2023-01-05T12:53:00,75,62,30.15,13,T
2023-01-05T13:00:00,75,62,30.12,13,NA
2023-01-05T13:53:00,73,56,30.14,10,0.00
2023-01-05T14:53:00,73,57,30.13,7,0.00
2023-01-05T15:53:00,73,50,30.12,11,0.00
2023-01-05T16:00:00,73,50,30.09,11,NA
2023-01-05T16:53:00,70,52,30.13,7,0.00
2023-01-05T17:53:00,70,53,30.15,7,0.00
2023-01-05T18:53:00,68,52,30.18,10,0.00
2023-01-05T19:00:00,68,52,30.15,10,NA
2023-01-05T19:53:00,67,51,30.19,5,0.00
2023-01-05T20:53:00,67,52,30.20,5,0.00
2023-01-05T21:53:00,65,55,30.21,5,0.00
2023-01-05T22:00:00,65,55,30.18,5,NA
2023-01-05T22:53:00,64,56,30.22,5,0.00
2023-01-05T23:53:00,63,57,30.22,5,0.00
2023-01-06T00:53:00,62,53,30.21,5,0.00
2023-01-06T01:00:00,62,53,30.18,5,NA
2023-01-06T01:53:00,60,53,30.21,3,0.00
2023-01-06T02:53:00,57,54,30.20,5,0.00
2023-01-06T03:53:00,56,53,30.21,0,0.00
2023-01-06T04:00:00,56,53,30.18,0,NA
2023-01-06T04:53:00,57,53,30.21,0,0.00
2023-01-06T05:53:00,57,52,30.22,3,0.00
2023-01-06T06:53:00,56,49,30.24,7,0.00
2023-01-06T07:00:00,56,49,30.21,7,NA
2023-01-06T07:53:00,56,47,30.26,7,0.00
2023-01-06T08:53:00,59,44,30.29,9,0.00
2023-01-06T09:53:00,63,42,30.31,7,0.00
2023-01-06T10:00:00,63,42,30.28,7,NA
2023-01-06T10:53:00,66,39,30.30,14,0.00
2023-01-06T11:53:00,67,38,30.28,10,0.00
2023-01-06T12:53:00,68,38,30.26,7,0.00
2023-01-06T13:00:00,68,38,30.23,7,NA
2023-01-06T13:53:00,70,33,30.24,10,0.00
2023-01-06T14:53:00,71,33,30.23,13,0.00
2023-01-06T15:53:00,69,28,30.23,13,0.00
2023-01-06T16:00:00,69,28,30.20,13,NA
2023-01-06T16:53:00,67,27,30.23,8,0.00
2023-01-06T17:53:00,62,29,30.24,8,0.00
2023-01-06T18:53:00,60,32,30.25,7,0.00
2023-01-06T19:00:00,60,32,30.22,7,NA
2023-01-06T19:53:00,56,38,30.26,5,0.00
2023-01-06T20:53:00,55,40,30.28,5,0.00
2023-01-06T21:53:00,54,41,30.28,3,0.00
2023-01-06T22:00:00,54,41,30.25,3,NA
2023-01-06T22:53:00,53,42,30.28,3,0.00
2023-01-06T23:53:00,53,43,30.28,5,0.00
2023-01-07T00:53:00,52,44,30.27,3,0.00
2023-01-07T01:00:00,52,44,30.24,3,NA
2023-01-07T01:53:00,52,45,30.26,5,0.00
2023-01-07T02:53:00,51,42,30.26,3,0.00
2023-01-07T03:53:00,52,39,30.25,7,0.00
2023-01-07T04:00:00,52,39,30.22,7,NA
2023-01-07T04:53:00,52,38,30.24,7,0.00
2023-01-07T05:53:00,53,36,30.24,5,0.00
2023-01-07T06:53:00,50,38,30.27,3,0.00
2023-01-07T07:00:00,50,38,30.24,3,NA
2023-01-07T07:53:00,51,39,30.28,5,0.00
2023-01-07T08:53:00,56,39,30.30,3,0.00
2023-01-07T09:53:00,61,39,30.32,7,0.00
2023-01-07T10:00:00,61,39,30.29,7,NA
2023-01-07T10:53:00,64,36,30.32,11,0.00
2023-01-07T11:53:00,67,37,30.30,5,0.00
2023-01-07T12:53:00,70,38,30.27,6,0.00
2023-01-07T13:00:00,70,38,30.24,6,NA
2023-01-07T13:53:00,70,37,30.25,5,0.00
2023-01-07T14:53:00,71,37,30.24,5,0.00
2023-01-07T15:53:00,72,37,30.23,5,0.00
2023-01-07T16:00:00,72,37,30.20,5,NA
2023-01-07T16:53:00,71,37,30.23,5,0.00
2023-01-07T17:53:00,67,39,30.24,3,0.00
2023-01-07T18:53:00,66,39,30.25,3,0.00
2023-01-07T19:00:00,66,39,30.22,3,NA
2023-01-07T19:53:00,63,40,30.27,5,0.00
2023-01-07T20:53:00,61,40,30.28,5,0.00
2023-01-07T21:53:00,61,40,30.29,3,0.00
2023-01-07T22:00:00,61,40,30.26,3,NA
2023-01-07T22:53:00,60,43,30.29,6,0.00
2023-01-07T23:53:00,59,48,30.27,6,0.00
2023-01-08T00:53:00,59,50,30.25,6,0.00
2023-01-08T01:00:00,59,50,30.22,6,NA
2023-01-08T01:53:00,57,49,30.25,5,0.00
2023-01-08T02:53:00,56,50,30.24,5,0.00
2023-01-08T03:53:00,55,50,30.23,6,0.00
2023-01-08T04:00:00,55,50,30.20,6,NA
2023-01-08T04:53:00,52,49,30.22,5,0.00
2023-01-08T05:53:00,53,50,30.24,6,0.00
2023-01-08T06:53:00,54,50,30.25,8,0.00
2023-01-08T07:00:00,54,50,30.22,8,NA
2023-01-08T07:53:00,55,50,30.25,8,0.00
2023-01-08T08:53:00,59,51,30.26,6,0.00
2023-01-08T09:53:00,66,53,30.28,3,0.00
2023-01-08T10:00:00,66,53,30.25,3,NA
2023-01-08T10:53:00,71,56,30.27,3,0.00
2023-01-08T11:53:00,73,57,30.25,6,0.00
2023-01-08T12:53:00,74,57,30.21,9,0.00
2023-01-08T13:00:00,74,57,30.18,9,NA
2023-01-08T13:53:00,76,56,30.17,9,0.00
2023-01-08T14:53:00,76,55,30.15,7,0.00
2023-01-08T15:53:00,75,56,30.14,6,0.00
2023-01-08T16:00:00,75,56,30.11,6,NA
2023-01-08T16:53:00,74,55,30.15,5,0.00
2023-01-08T17:53:00,72,55,30.17,5,0.00
2023-01-08T18:53:00,66,58,30.19,7,0.00
2023-01-08T19:00:00,66,58,30.16,7,NA
2023-01-08T19:53:00,65,58,30.19,7,0.00
2023-01-08T20:53:00,63,58,30.19,6,0.00
2023-01-08T21:53:00,63,57,30.15,5,0.00
2023-01-08T22:00:00,63,57,30.12,5,NA
2023-01-08T22:53:00,63,57,30.15,0,0.00
2023-01-08T23:53:00,62,57,30.13,0,0.00
2023-01-09T00:53:00,61,58,30.14,5,0.00
2023-01-09T01:00:00,61,58,30.11,5,NA
2023-01-09T01:53:00,60,58,30.15,0,0.00
2023-01-09T02:53:00,59,56,30.13,3,0.00
2023-01-09T03:53:00,58,56,30.13,0,0.00
2023-01-09T04:00:00,58,56,30.10,0,NA
2023-01-09T04:53:00,57,55,30.11,0,0.00
2023-01-09T05:53:00,59,56,30.12,0,0.00
2023-01-09T06:53:00,58,55,30.13,0,0.00
2023-01-09T07:00:00,58,55,30.10,0,NA
2023-01-09T07:53:00,61,57,30.15,0,0.00
2023-01-09T08:53:00,65,59,30.17,0,T
2023-01-09T09:53:00,69,62,30.17,0,0.00
2023-01-09T10:00:00,69,62,30.14,0,NA
2023-01-09T10:53:00,70,61,30.18,3,0.00
2023-01-09T11:53:00,72,62,30.15,6,0.00
2023-01-09T12:53:00,73,63,30.12,8,0.00
2023-01-09T13:00:00,73,63,30.09,8,NA
2023-01-09T13:53:00,76,62,30.09,10,0.00
2023-01-09T14:53:00,74,61,30.07,10,0.00
2023-01-09T15:53:00,73,60,30.08,11,0.00
2023-01-09T16:00:00,73,60,30.05,11,NA
2023-01-09T16:53:00,72,58,30.08,8,0.00
2023-01-09T17:53:00,68,58,30.09,8,0.00
2023-01-09T18:53:00,64,58,30.11,7,0.00
2023-01-09T19:00:00,64,58,30.08,7,NA
2023-01-09T19:53:00,62,58,30.12,6,0.00
2023-01-09T20:53:00,62,57,30.13,6,0.00
2023-01-09T21:53:00,59,56,30.13,6,0.00
2023-01-09T22:00:00,59,56,30.10,6,NA
2023-01-09T22:53:00,58,56,30.12,5,0.00
2023-01-09T23:53:00,57,55,30.13,5,0.00
2023-01-10T00:53:00,58,55,30.12,6,0.00
2023-01-10T01:00:00,58,55,30.09,6,NA
2023-01-10T01:53:00,58,54,30.12,5,0.00
2023-01-10T02:53:00,56,54,30.11,3,0.00
2023-01-10T03:53:00,56,53,30.11,0,0.00
2023-01-10T04:00:00,56,53,30.08,0,NA
2023-01-10T04:53:00,55,53,30.10,3,0.00
2023-01-10T05:53:00,55,53,30.10,5,0.00
2023-01-10T06:53:00,54,52,30.12,6,0.00
2023-01-10T07:00:00,54,52,30.09,6,NA
2023-01-10T07:53:00,54,52,30.15,0,0.00
2023-01-10T08:53:00,58,53,30.14,5,0.00
2023-01-10T09:53:00,63,51,30.16,5,0.00
2023-01-10T10:00:00,63,51,30.13,5,NA
2023-01-10T10:53:00,67,53,30.16,0,0.00
2023-01-10T11:53:00,66,53,30.14,9,0.00
2023-01-10T12:53:00,68,52,30.11,7,0.00
2023-01-10T13:00:00,68,52,30.08,7,NA
2023-01-10T13:53:00,69,50,30.08,9,0.00
2023-01-10T14:53:00,70,42,30.09,14,0.00
2023-01-10T15:53:00,69,42,30.09,11,0.00
2023-01-10T16:00:00,69,42,30.06,11,NA
2023-01-10T16:53:00,66,44,30.08,8,0.00
2023-01-10T17:53:00,62,44,30.10,8,0.00
2023-01-10T18:53:00,60,45,30.11,6,0.00
2023-01-10T19:00:00,60,45,30.08,6,NA
2023-01-10T19:53:00,59,47,30.14,7,0.00
2023-01-10T20:53:00,56,46,30.14,5,0.00
2023-01-10T21:53:00,55,47,30.15,3,0.00
2023-01-10T22:00:00,55,47,30.12,3,NA
2023-01-10T22:53:00,55,47,30.15,5,0.00
2023-01-10T23:53:00,53,48,30.14,0,0.00
2023-01-11T00:53:00,53,47,30.13,0,0.00
2023-01-11T01:00:00,53,47,30.10,0,NA
2023-01-11T01:53:00,51,47,30.13,0,0.00
2023-01-11T02:53:00,50,47,30.12,0,0.00
2023-01-11T03:53:00,50,46,30.12,0,0.00
2023-01-11T04:00:00,50,46,30.09,0,NA
2023-01-11T04:53:00,50,46,30.13,0,0.00
2023-01-11T05:53:00,49,46,30.15,0,0.00
2023-01-11T06:53:00,50,47,30.16,0,0.00
2023-01-11T07:00:00,50,47,30.13,0,NA
2023-01-11T07:53:00,52,49,30.17,0,0.00
2023-01-11T08:53:00,57,51,30.19,5,0.00
2023-01-11T09:53:00,63,53,30.21,0,0.00
2023-01-11T10:00:00,63,53,30.18,0,NA
2023-01-11T10:53:00,67,53,30.22,0,0.00
2023-01-11T11:53:00,69,52,30.20,0,0.00
2023-01-11T12:53:00,69,52,30.17,7,0.00
2023-01-11T13:00:00,69,52,30.14,7,NA
2023-01-11T13:53:00,71,48,30.14,6,0.00
2023-01-11T14:53:00,73,47,30.12,6,0.00
2023-01-11T15:53:00,73,42,30.12,6,0.00
2023-01-11T16:00:00,73,42,30.09,6,NA
2023-01-11T16:53:00,71,48,30.12,5,0.00
2023-01-11T17:53:00,68,43,30.13,0,0.00
2023-01-11T18:53:00,68,46,30.14,5,0.00
2023-01-11T19:00:00,68,46,30.11,5,NA
2023-01-11T19:53:00,63,47,30.15,0,0.00
2023-01-11T20:53:00,61,46,30.16,0,0.00
2023-01-11T21:53:00,61,46,30.18,0,0.00
2023-01-11T22:00:00,61,46,30.15,0,NA
2023-01-11T22:53:00,60,46,30.18,0,0.00
2023-01-11T23:53:00,59,47,30.17,0,0.00
2023-01-12T00:53:00,59,47,30.16,0,0.00
2023-01-12T01:00:00,59,47,30.13,0,NA
2023-01-12T01:53:00,59,47,30.15,3,0.00
2023-01-12T02:53:00,60,48,30.15,0,0.00
2023-01-12T03:53:00,54,48,30.15,0,0.00
2023-01-12T04:00:00,54,48,30.12,0,NA
2023-01-12T04:53:00,52,48,30.15,0,0.00
2023-01-12T05:53:00,53,49,30.16,0,0.00
2023-01-12T06:53:00,52,48,30.17,0,0.00
2023-01-12T07:00:00,52,48,30.14,0,NA
2023-01-12T07:53:00,57,52,30.18,0,0.00
2023-01-12T08:53:00,62,55,30.19,0,0.00
2023-01-12T09:53:00,67,56,30.20,5,0.00
2023-01-12T10:00:00,67,56,30.17,5,NA
2023-01-12T10:53:00,71,56,30.19,8,0.00
2023-01-12T11:53:00,73,57,30.15,10,0.00
2023-01-12T12:53:00,73,57,30.11,11,0.00
2023-01-12T13:00:00,73,57,30.08,11,NA
2023-01-12T13:53:00,75,58,30.09,8,0.00
2023-01-12T14:53:00,76,56,30.08,6,0.00
2023-01-12T15:53:00,73,57,30.08,11,0.00
2023-01-12T16:00:00,73,57,30.05,11,NA
2023-01-12T16:53:00,71,55,30.08,9,0.00
2023-01-12T17:53:00,68,55,30.08,9,0.00
2023-01-12T18:53:00,67,55,30.07,7,0.00
2023-01-12T19:00:00,67,55,30.04,7,NA
2023-01-12T19:53:00,66,56,30.07,7,0.00
2023-01-12T20:53:00,65,59,30.06,8,0.00
2023-01-12T21:53:00,65,60,30.04,9,0.00
2023-01-12T22:00:00,65,60,30.01,9,NA
2023-01-12T22:53:00,64,61,30.02,10,0.00
2023-01-12T23:53:00,64,61,30.00,5,0.00
2023-01-13T00:53:00,64,61,29.97,7,0.00
2023-01-13T01:00:00,64,61,29.94,7,NA
2023-01-13T01:53:00,64,61,29.97,7,0.00
2023-01-13T02:53:00,64,62,29.91,9,0.00
2023-01-13T03:53:00,67,64,29.91,14,0.00
2023-01-13T04:00:00,67,64,29.88,14,NA
2023-01-13T04:37:00,66,63,29.87,16,NA
2023-01-13T04:53:00,66,64,29.87,14,0.00
2023-01-13T05:09:00,67,64,29.86,13,NA
2023-01-13T05:27:00,67,64,29.84,18,T
2023-01-13T05:53:00,66,65,29.88,6,0.04
2023-01-13T05:58:00,66,65,29.88,8,0.01
2023-01-13T06:01:00,65,64,29.88,14,0.02
2023-01-13T06:07:00,65,63,29.88,7,0.25
2023-01-13T06:17:00,65,64,29.87,9,0.37
2023-01-13T06:25:00,65,63,29.87,9,0.39
2023-01-13T06:37:00,65,64,29.87,8,0.42
2023-01-13T06:53:00,65,64,29.88,11,0.41
2023-01-13T07:00:00,65,64,29.85,11,NA
2023-01-13T07:15:00,65,64,29.86,8,0.02
2023-01-13T07:35:00,65,64,29.89,9,0.02
2023-01-13T07:49:00,64,64,29.89,8,0.02
2023-01-13T07:53:00,65,64,29.89,7,0.02
2023-01-13T08:00:00,65,64,29.89,8,NA
2023-01-13T08:47:00,66,64,29.92,18,T
2023-01-13T08:53:00,65,63,29.92,16,T
2023-01-13T08:56:00,65,62,29.92,18,T
2023-01-13T09:11:00,63,60,29.94,20,T
2023-01-13T09:51:00,61,55,29.96,22,NA
2023-01-13T09:53:00,61,55,29.97,22,0.00
2023-01-13T10:00:00,61,55,29.94,22,NA
2023-01-13T10:45:00,63,52,29.96,13,NA
2023-01-13T10:53:00,64,54,29.96,14,0.00
2023-01-13T11:53:00,64,50,29.95,20,0.00
2023-01-13T12:53:00,65,49,29.93,18,0.00
2023-01-13T13:00:00,65,49,29.90,18,NA
2023-01-13T13:53:00,63,48,29.91,16,0.00
2023-01-13T14:53:00,62,47,29.91,20,0.00
2023-01-13T15:53:00,61,49,29.92,15,0.00
2023-01-13T16:00:00,61,49,29.89,15,NA
2023-01-13T16:53:00,59,49,29.93,15,0.00
2023-01-13T17:53:00,58,45,29.95,16,0.00
2023-01-13T18:53:00,57,43,29.97,16,0.00
2023-01-13T19:00:00,57,43,29.94,16,NA
2023-01-13T19:53:00,56,43,29.99,16,0.00
2023-01-13T20:53:00,56,42,30.00,15,0.00
2023-01-13T21:53:00,53,41,30.03,16,0.00
2023-01-13T22:00:00,53,41,30.00,16,NA
2023-01-13T22:53:00,51,38,30.05,13,0.00
2023-01-13T23:53:00,51,36,30.05,14,0.00
2023-01-14T00:53:00,51,35,30.05,16,0.00
2023-01-14T01:00:00,51,35,30.02,16,NA
2023-01-14T01:53:00,48,36,30.06,16,0.00
2023-01-14T02:53:00,47,36,30.06,11,0.00
2023-01-14T03:53:00,47,35,30.07,8,0.00
2023-01-14T04:00:00,47,35,30.04,8,NA
2023-01-14T04:53:00,46,34,30.08,9,0.00
2023-01-14T05:53:00,45,35,30.09,6,T
2023-01-14T06:53:00,45,35,30.11,8,T
2023-01-14T07:00:00,45,35,30.08,8,NA
2023-01-14T07:53:00,44,32,30.12,7,0.00
2023-01-14T08:53:00,47,34,30.15,9,0.00
